dep_epci,siren_epci,nom_complet,nj_epci2016,fisc_epci2016,nb_com_epci_2016,ptot_epci_2016,pmun_epci_2016,dep_com,insee,siren_com,nom_com,ptot_2016,pmun_2016
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01056,210100566,Boyeux-Saint-Jérôme,379,365
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01068,210100681,Cerdon,762,749
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01077,210100772,Challes-la-Montagne,188,181
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01199,210101994,Jujurieux,2212,2172
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01200,210102000,Labalme,208,206
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01242,210102422,Mérignat,130,125
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01273,210102737,Neuville-sur-Ain,1655,1610
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01303,210103032,Poncin,1730,1686
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01304,210103040,Pont-d'Ain,2783,2734
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01314,210103149,Priay,1626,1600
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01331,210103313,Saint-Alban,171,168
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01363,210103636,Saint-Jean-le-Vieux,1747,1645
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01404,210104048,Serrières-sur-Ain,126,125
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14255,13893,01,01430,210104303,Varambon,538,527
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01001,210100012,L'Abergement-Clémenciat,780,767
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01028,210100285,Baneins,583,573
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01083,210100830,Chaneins,867,847
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01093,210100939,Châtillon-sur-Chalaronne,5165,4957
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01113,210101135,Condeissiat,817,806
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01146,210101465,Dompierre-sur-Chalaronne,411,402
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01272,210102729,Neuville-les-Dames,1509,1492
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01319,210103198,Relevant,476,471
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01328,210103289,Romans,609,602
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01335,210103354,Saint-André-le-Bouchoux,355,354
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01356,210103560,Saint-Georges-sur-Renon,219,214
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01389,210103891,Saint-Trivier-sur-Moignans,1852,1826
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01393,210103933,Sandrans,515,508
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01412,210104121,Sulignat,578,557
01,200035210,CC Chalaronne Centre,CC,FA,15,14858,14495,01,01428,210104287,Valeins,122,119
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01015,200053668,Arboys en Bugey,642,631
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01286,200059913,Parves et Nattages,960,939
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01338,200060143,Groslée-Saint-Benoit,1202,1180
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01006,210100061,Ambléon,114,108
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01009,210100095,Andert-et-Condon,345,337
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01019,210100194,Armix,22,21
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01022,210100228,Artemare,1217,1175
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01034,210100343,Belley,9337,8909
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01039,210100392,Béon,470,457
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01058,210100582,Brégnier-Cordon,891,865
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01061,210100616,Brens,1227,1200
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01066,210100665,La Burbanche,72,72
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01073,210100731,Ceyzérieu,1039,1005
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01098,210100988,Chazey-Bons,848,831
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01100,210101002,Cheignieu-la-Balme,152,146
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01110,210101101,Colomieu,126,124
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01116,210101168,Contrevoz,534,518
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01117,210101176,Conzieu,154,146
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01133,210101333,Cressin-Rochefort,390,380
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01138,210101382,Culoz,3043,2986
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01141,210101416,Cuzieu,420,404
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01162,210101622,Flaxieu,65,65
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01193,210101937,Izieu,223,221
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01208,210102083,Lavours,148,144
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01227,210102273,Magnieu,452,443
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01234,210102349,Marignieu,171,164
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01239,210102398,Massignieu-de-Rives,658,646
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01268,210102687,Murs-et-Gélignieux,254,250
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01294,210102943,Peyrieu,845,828
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01302,210103024,Pollieu,162,157
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01310,210103107,Prémeyzel,227,222
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01316,210103164,Pugieu,170,169
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01329,210103297,Rossillon,147,143
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01341,210103412,Saint-Champ,157,156
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01358,210103586,Saint-Germain-les-Paroisses,416,408
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01372,210103727,Saint-Martin-de-Bavel,439,427
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01452,210104527,Virieu-le-Grand,1127,1108
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01454,210104543,Virignin,1024,997
01,200040350,CC Bugey Sud,CC,FPU,39,29970,29055,01,01456,210104568,Vongnes,80,73
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01005,210100053,Ambérieux-en-Dombes,1666,1635
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01021,210100210,Ars-sur-Formans,1412,1387
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01030,210100301,Beauregard,901,876
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01105,210101051,Civrieux,1516,1441
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01157,210101572,Fareins,2247,2199
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01166,210101663,Frans,2137,2087
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01238,210102380,Massieux,2507,2448
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01250,210102505,Misérieux,2063,1842
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01285,210102851,Parcieux,1172,1129
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01318,210103180,Rancé,701,685
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01322,210103222,Reyrieux,4554,4420
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01339,210103396,Saint-Bernard,1449,1406
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01347,210103479,Saint-Didier-de-Formans,1883,1818
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01353,210103537,Sainte-Euphémie,1663,1630
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01362,210103628,Saint-Jean-de-Thurigneux,798,789
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01398,210103982,Savigneux,1247,1236
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01423,210104238,Toussieux,833,810
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01427,210104279,Trévoux,6921,6708
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,37111,35967,01,01446,210104469,Villeneuve,1441,1421
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01204,200053395,Le Poizat-Lalleyriat,733,711
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01011,210100111,Apremont,402,394
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01014,210100145,Arbent,3534,3410
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01031,210100319,Bellignat,3850,3646
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01035,210100350,Belleydoux,336,327
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01051,210100517,Bolozon,94,90
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01060,210100608,Brénod,568,550
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01063,210100632,Brion,522,514
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01067,210100673,Ceignes,272,262
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01087,210100871,Charix,289,284
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01101,210101010,Chevillard,169,159
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01112,210101127,Condamine,457,417
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01148,210101481,Dortan,1913,1855
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01152,210101523,Echallon,793,765
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01170,210101705,Béard-Géovreissiat,1030,999
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01171,210101713,Géovreisset,967,928
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01181,210101812,Groissiat,1206,1176
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01191,210101911,Izenave,175,170
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01192,210101929,Izernore,2388,2312
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01206,210102067,Lantenay,269,261
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01214,210102141,Leyssard,153,149
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01228,210102281,Maillat,672,648
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01237,210102372,Martignat,1648,1584
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01240,210102406,Matafelon-Granges,674,651
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01265,210102653,Montréal-la-Cluse,3498,3410
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01267,210102679,Nurieux-Volognat,1055,1025
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01269,210102695,Nantua,3686,3524
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01274,210102745,Les Neyrolles,650,636
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01282,210102828,Outriaz,265,256
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01283,210102836,Oyonnax,22875,22258
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01293,210102935,Peyriat,180,176
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01307,210103073,Port,878,848
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01373,210103735,Saint-Martin-du-Frêne,1140,1101
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01392,210103925,Samognat,709,677
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01410,210104105,Sonthonnax-la-Montagne,332,320
01,200042935,CC Haut - Bugey,CC,FPU,36,59078,57173,01,01441,210104410,Vieu-d'Izenave,696,680
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01024,210100244,Attignat,3311,3260
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01040,210100400,Béréziat,477,470
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01115,210101150,Confrançon,1344,1321
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01130,210101309,Cras-sur-Reyssouze,1404,1388
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01140,210101408,Curtafond,729,721
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01154,210101549,Etrez,812,793
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01163,210101630,Foissiat,2040,2005
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01196,210101960,Jayat,1111,1099
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01229,210102299,Malafretaz,1153,1134
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01236,210102364,Marsonnas,1015,998
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01266,210102661,Montrevel-en-Bresse,2487,2441
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01346,210103461,Saint-Didier-d'Aussiat,906,893
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01375,210103750,Saint-Martin-le-Châtel,826,800
01,240100156,CC de Montrevel - en - Bresse,CC,FPU,14,17813,17517,01,01387,210103875,Saint-Sulpice,198,194
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01124,210101242,Cormoz,680,668
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01128,210101283,Courtes,284,282
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01139,210101390,Curciat-Dongalon,461,454
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01212,210102125,Lescheroux,708,695
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01230,210102307,Mantenay-Montlin,320,309
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01364,210103644,Saint-Jean-sur-Reyssouze,747,733
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01367,210103677,Saint-Julien-sur-Reyssouze,755,747
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01380,210103800,Saint-Nizier-le-Bouchoux,702,688
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01388,210103883,Saint-Trivier-de-Courtes,1111,1091
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01406,210104063,Servignat,171,169
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01433,210104337,Vernoux,323,322
01,240100339,CC du Canton de Saint Trivier de Courtes,CC,FPU,12,6500,6392,01,01437,210104378,Vescours,238,234
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01187,200053676,Haut Valromey,723,691
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01036,210100368,Belmont-Luthézieu,543,526
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01059,210100590,Brénaz,93,91
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01079,210100798,Champagne-en-Valromey,829,805
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01097,210100970,Chavornay,226,217
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01218,210102182,Lochieu,100,95
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01221,210102216,Lompnieu,122,118
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01330,210103305,Ruffieu,199,193
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01414,210104147,Sutrieu,224,223
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01415,210104154,Talissieu,447,436
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01442,210104428,Vieu,388,374
01,240100370,CC du Valromey,CC,FA,12,4208,4076,01,01453,210104535,Virieu-le-Petit,314,307
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01013,210100137,Arandas,163,158
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01017,210100178,Argis,430,422
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01076,210100764,Chaley,150,146
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01107,210101077,Cleyzieu,140,136
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01111,210101119,Conand,115,113
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01155,210101556,Evosges,148,144
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01186,210101861,Hostiaz,86,86
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01277,210102778,Nivollet-Montgriffon,120,119
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01279,210102794,Oncieu,97,97
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01384,210103842,Saint-Rambert-en-Bugey,2288,2240
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01416,210104162,Tenay,1086,1067
01,240100396,CC de la Vallée de l'Albarine,CC,FA,12,5558,5447,01,01421,210104212,Torcieu,735,719
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01037,210100376,Bénonces,280,276
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01064,210100640,Briord,961,946
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01190,210101903,Innimond,119,117
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01216,210102166,Lhuis,895,880
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01219,210102190,Lompnas,163,160
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01233,210102331,Marchamp,131,128
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01255,210102554,Montagnieu,572,561
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01280,210102802,Ordonnaz,155,154
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01400,210104006,Seillonnaz,144,141
01,240100412,CC Rhône - Chartreuse de Portes,CC,FA,10,4731,4657,01,01403,210104030,Serrières-de-Briord,1311,1294
01,240100578,CC du Plateau d'hauteville,CC,FPU,7,6435,6181,01,01080,200056695,Champdor-Corcelles,704,679
01,240100578,CC du Plateau d'hauteville,CC,FPU,7,6435,6181,01,01012,210100129,Aranc,322,314
01,240100578,CC du Plateau d'hauteville,CC,FPU,7,6435,6181,01,01121,210101218,Corlier,118,116
01,240100578,CC du Plateau d'hauteville,CC,FPU,7,6435,6181,01,01122,210101226,Cormaranche-en-Bugey,867,801
01,240100578,CC du Plateau d'hauteville,CC,FPU,7,6435,6181,01,01185,210101853,Hauteville-Lompnes,4067,3919
01,240100578,CC du Plateau d'hauteville,CC,FPU,7,6435,6181,01,01311,210103115,Prémillieu,45,45
01,240100578,CC du Plateau d'hauteville,CC,FPU,7,6435,6181,01,01417,210104170,Thézillieu,312,307
01,240100594,CC Val de Saône - Chalaronne,CC,FPU,7,8787,8567,01,01167,210101671,Garnerans,689,667
01,240100594,CC Val de Saône - Chalaronne,CC,FPU,7,8787,8567,01,01188,210101887,Illiat,613,592
01,240100594,CC Val de Saône - Chalaronne,CC,FPU,7,8787,8567,01,01252,210102521,Mogneneins,795,765
01,240100594,CC Val de Saône - Chalaronne,CC,FPU,7,8787,8567,01,01295,210102950,Peyzieux-sur-Saône,645,629
01,240100594,CC Val de Saône - Chalaronne,CC,FPU,7,8787,8567,01,01348,210103487,Saint-Didier-sur-Chalaronne,2858,2783
01,240100594,CC Val de Saône - Chalaronne,CC,FPU,7,8787,8567,01,01351,210103511,Saint-Etienne-sur-Chalaronne,1542,1501
01,240100594,CC Val de Saône - Chalaronne,CC,FPU,7,8787,8567,01,01420,210104204,Thoissey,1645,1630
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01027,210100277,Balan,2936,2828
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01032,210100327,Béligneux,3392,3304
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01049,210100491,La Boisse,2984,2927
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01062,210100624,Bressolles,844,812
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01142,210101424,Dagneux,4363,4308
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01262,210102620,Montluel,7189,7074
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01276,210102760,Niévroz,1565,1524
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01297,210102976,Pizay,769,759
01,240100610,CC de la Côtière À Montluel,CC,FPU,9,24586,24072,01,01342,210103420,Sainte-Croix,544,536
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01053,210100533,Bourg-en-Bresse,42439,40490
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01065,210100657,Buellas,1781,1734
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01145,210101457,Dompierre-sur-Veyle,1209,1175
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01195,210101952,Jasseron,1730,1682
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01211,210102117,Lent,1440,1413
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01259,210102596,Montcet,674,659
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01264,210102646,Montracol,1018,999
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01289,210102893,Péronnas,6443,6109
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01301,210103016,Polliat,2484,2424
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01336,210103362,Saint-André-sur-Vieux-Jonc,1153,1121
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01344,210103446,Saint-Denis-lès-Bourg,5696,5505
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01385,210103859,Saint-Rémy,1000,976
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01405,210104055,Servas,1228,1199
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01429,210104295,Vandeins,681,671
01,240100628,CA Bourg en Bresse Agglomération,CA,FPU,15,75422,72415,01,01451,210104519,Viriat,6446,6258
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01426,200057347,Val-Revermont,2577,2524
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01095,210100954,Chavannes-sur-Suran,653,641
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01125,210101259,Corveissiat,627,617
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01127,210101275,Courmangoux,515,507
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01150,210101507,Drom,225,218
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01172,210101721,Germagnat,151,149
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01177,210101770,Grand-Corent,180,174
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01241,210102414,Meillonnas,1323,1303
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01309,210103099,Pouillat,93,93
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01350,210103503,Saint-Etienne-du-Bois,2578,2522
01,240100636,CC de Treffort en Revermont,CC,FPU,11,9637,9442,01,01408,210104089,Simandre-sur-Suran,715,694
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01029,210100293,Beaupont,682,677
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01038,210100384,Bény,738,718
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01108,210101085,Coligny,1185,1164
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01147,210101473,Domsure,488,477
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01232,210102323,Marboz,2246,2196
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01296,210102968,Pirajoux,405,400
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01391,210103917,Salavre,296,290
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01432,210104329,Verjon,265,259
01,240100651,CC du Canton de Coligny,CC,FA,9,6971,6835,01,01445,210104451,Villemotier,666,654
01,240100669,CC des Bords de Veyle,CC,FA,6,8525,8366,01,01046,210100467,Biziat,839,824
01,240100669,CC des Bords de Veyle,CC,FA,6,8525,8366,01,01084,210100848,Chanoz-Châtenay,771,756
01,240100669,CC des Bords de Veyle,CC,FA,6,8525,8366,01,01096,210100962,Chaveyriat,1001,975
01,240100669,CC des Bords de Veyle,CC,FA,6,8525,8366,01,01246,210102463,Mézériat,2177,2140
01,240100669,CC des Bords de Veyle,CC,FA,6,8525,8366,01,01368,210103685,Saint-Julien-sur-Veyle,762,752
01,240100669,CC des Bords de Veyle,CC,FA,6,8525,8366,01,01457,210104576,Vonnas,2975,2919
